Rank,Theme,Score (0-100),BG,FG,FG/BG Contrast,FG/BG SC-1.4.3/1.4.6 Level,Palette 0,P0 vs BG Contrast,P0 vs BG SC-1.4.3/1.4.6,Palette 1,P1 vs BG Contrast,P1 vs BG SC-1.4.3/1.4.6,Palette 2,P2 vs BG Contrast,P2 vs BG SC-1.4.3/1.4.6,Palette 3,P3 vs BG Contrast,P3 vs BG SC-1.4.3/1.4.6,Palette 4,P4 vs BG Contrast,P4 vs BG SC-1.4.3/1.4.6,Palette 5,P5 vs BG Contrast,P5 vs BG SC-1.4.3/1.4.6,Palette 6,P6 vs BG Contrast,P6 vs BG SC-1.4.3/1.4.6,Palette 7,P7 vs BG Contrast,P7 vs BG SC-1.4.3/1.4.6,Palette 8,P8 vs BG Contrast,P8 vs BG SC-1.4.3/1.4.6,Palette 9,P9 vs BG Contrast,P9 vs BG SC-1.4.3/1.4.6,Palette 10,P10 vs BG Contrast,P10 vs BG SC-1.4.3/1.4.6,Palette 11,P11 vs BG Contrast,P11 vs BG SC-1.4.3/1.4.6,Palette 12,P12 vs BG Contrast,P12 vs BG SC-1.4.3/1.4.6,Palette 13,P13 vs BG Contrast,P13 vs BG SC-1.4.3/1.4.6,Palette 14,P14 vs BG Contrast,P14 vs BG SC-1.4.3/1.4.6,Palette 15,P15 vs BG Contrast,P15 vs BG SC-1.4.3/1.4.6,Palette SC-1.4.3 AA Normal (>=4.5:1),Palette SC-1.4.3 AA Large (>=3:1),Palette SC-1.4.6 AAA Normal (>=7:1),Palette SC-1.4.6 AAA Large (>=4.5:1),Cursor Color,Cursor vs BG Contrast,Cursor vs BG SC-1.4.11 (>=3:1),Cursor Text Color,CursorTxt vs Cursor Contrast,CursorTxt vs Cursor SC-1.4.3/1.4.6,Selection BG,Selection FG,SelFG vs SelBG Contrast,SelFG vs SelBG SC-1.4.3/1.4.6,SelBG vs BG Contrast,SelBG vs BG SC-1.4.11 (>=3:1),Blue Light Index,Color Temperature (K),Palette Min DeltaE,Palette Hue StdDev (deg),APCA FG/BG (Lc),APCA Palette Body (|Lc|>=75),APCA Palette Large (|Lc|>=60)
402,Treehouse,33,#191919,#786B53,3.37:1,AA-Large,#321300,1.03:1,Fail,#B2270E,2.67:1,Fail,#44A900,5.79:1,AA,#AA820C,4.95:1,AA,#58859A,4.38:1,AA-Large,#97363D,2.44:1,Fail,#B25A1E,3.66:1,AA-Large,#786B53,3.37:1,AA-Large,#504333,1.83:1,Fail,#ED5D20,5.18:1,AA,#55F238,11.84:1,AAA,#F2B732,9.71:1,AAA,#85CFED,10.17:1,AAA,#E14C5A,4.51:1,AA,#F07D14,6.40:1,AA,#FFC800,11.31:1,AAA,9/16,12/16,4/16,9/16,#FAC814,11.17:1,Pass,#191919,11.17:1,AAA,#786B53,#FAC800,3.31:1,AA-Large,3.37:1,Pass,0.333,6503,15.64,56.27,-24.6,2/16,4/16
403,Red Sands,33,#7A251E,#D7C9A7,6.06:1,AA,#000000,2.11:1,Fail,#FF3F00,2.82:1,Fail,#00BB00,3.84:1,AA-Large,#E7B000,5.03:1,AA,#0072FF,2.30:1,Fail,#BB00BB,1.81:1,Fail,#00BBBB,4.18:1,AA-Large,#BBBBBB,5.18:1,AA,#6E6E6E,1.95:1,Fail,#D41A1A,1.88:1,Fail,#00BB00,3.84:1,AA-Large,#E7B000,5.03:1,AA,#0072AE,1.90:1,Fail,#FF55FF,3.79:1,AA-Large,#55FFFF,8.12:1,AAA,#FFFFFF,9.95:1,AAA,5/16,9/16,2/16,5/16,#FFFFFF,9.95:1,Pass,#000000,21.00:1,AAA,#A4A390,#000000,8.22:1,AAA,3.89:1,Pass,0.057,1640,0.00,108.25,-63.0,2/16,2/16
404,Elemental,32,#22211D,#807A74,3.80:1,AA-Large,#3C3C30,1.44:1,Fail,#98290F,2.04:1,Fail,#479A43,4.58:1,AA,#7F7111,3.28:1,AA-Large,#497F7D,3.54:1,AA-Large,#7F4E2F,2.33:1,Fail,#387F58,3.33:1,AA-Large,#807974,3.76:1,AA-Large,#555445,2.10:1,Fail,#E0502A,4.11:1,AA-Large,#61E070,9.52:1,AAA,#D69927,6.48:1,AA,#79D9D9,9.78:1,AAA,#CD7C54,5.07:1,AA,#59D599,8.75:1,AAA,#FFF1E9,14.59:1,AAA,7/16,12/16,4/16,7/16,#FACB80,10.68:1,Pass,#161611,12.03:1,AAA,#413829,#FACD77,7.72:1,AAA,1.40:1,Fail,0.283,5612,10.54,53.29,-30.1,1/16,4/16
405,Flat,31,#002240,#2CC55D,7.10:1,AAA,#222D3F,1.16:1,Fail,#A82320,2.25:1,Fail,#32A548,5.07:1,AA,#E58D11,6.26:1,AA,#3167AC,2.81:1,Fail,#781AA0,1.88:1,Fail,#2C9370,4.23:1,AA-Large,#B0B6BA,7.86:1,AAA,#475262,2.03:1,Fail,#D4312E,3.28:1,AA-Large,#2D9440,4.16:1,AA-Large,#E5BE0C,8.98:1,AAA,#3C7DD2,3.88:1,AA-Large,#8230A7,2.25:1,Fail,#35B387,6.10:1,AA,#E7ECED,13.52:1,AAA,6/16,10/16,3/16,6/16,#E5BE0C,8.98:1,Pass,#FFFFFF,1.79:1,Fail,#792B9C,#FFFFFF,7.96:1,AAA,2.03:1,Fail,0.762,25000,7.53,113.94,-55.4,1/16,2/16
406,Warm Neon,31,#404040,#AFDAB6,6.68:1,AA,#000000,2.03:1,Fail,#E24346,2.53:1,Fail,#39B13A,3.71:1,AA-Large,#DAE145,7.33:1,AAA,#4261C5,1.85:1,Fail,#F920FB,3.27:1,AA-Large,#2ABBD4,4.52:1,AA,#D0B8A3,5.46:1,AA,#FEFCFC,10.14:1,AAA,#E97071,3.47:1,AA-Large,#9CC090,5.11:1,AA,#DDDA7A,7.10:1,AAA,#7B91D6,3.39:1,AA-Large,#F674BA,4.01:1,AA-Large,#5ED1E5,5.79:1,AA,#D8C8BB,6.37:1,AA,8/16,13/16,3/16,8/16,#30FF24,7.63:1,Pass,#0BBC04,1.88:1,Fail,#B0AD21,#FFFFFF,2.37:1,Fail,4.37:1,Pass,0.333,6503,7.71,94.13,-67.9,1/16,5/16
407,Wryan,31,#101010,#999993,6.64:1,AA,#333333,1.51:1,Fail,#8C4665,2.88:1,Fail,#287373,3.43:1,AA-Large,#7C7C99,4.71:1,AA,#395573,2.47:1,Fail,#5E468C,2.47:1,Fail,#31658C,3.05:1,AA-Large,#899CA1,6.65:1,AA,#3D3D3D,1.75:1,Fail,#BF4D80,4.16:1,AA-Large,#53A6A6,6.68:1,AA,#9E9ECB,7.44:1,AAA,#477AB3,4.26:1,AA-Large,#7E62B3,3.88:1,AA-Large,#6096BF,5.99:1,AA,#C0C0C0,10.46:1,AAA,6/16,11/16,2/16,6/16,#9E9ECB,7.44:1,Pass,#000000,8.21:1,AAA,#4D4D4D,#FFFFFF,8.45:1,AAA,2.25:1,Fail,0.333,6503,4.52,67.37,-46.5,0/16,1/16
408,Hopscotch,31,#322931,#B9B5B8,6.92:1,AA,#322931,1.00:1,Fail,#DD464C,3.38:1,AA-Large,#8FC13E,6.59:1,AA,#FDCC59,9.32:1,AAA,#1290BF,3.85:1,AA-Large,#C85E7C,3.57:1,AA-Large,#149B93,4.10:1,AA-Large,#B9B5B8,6.92:1,AA,#797379,3.03:1,AA-Large,#FD8B19,5.93:1,AA,#5C545C,1.92:1,Fail,#5C545B,1.92:1,Fail,#989498,4.69:1,AA,#D5D3D5,9.42:1,AAA,#B33508,2.29:1,Fail,#FFFFFF,14.03:1,AAA,7/16,12/16,3/16,7/16,#B9B5B8,6.92:1,Pass,#322931,6.92:1,AA,#5C545B,#B9B5B8,3.61:1,AA-Large,1.92:1,Fail,0.362,6497,0.62,79.16,-58.8,3/16,3/16
409,Dimmed Monokai,31,#1F1F1F,#B9BCBA,8.61:1,AAA,#3A3D43,1.51:1,Fail,#BE3F48,3.13:1,AA-Large,#879A3B,5.27:1,AA,#C5A635,6.97:1,AA,#4F76A1,3.48:1,AA-Large,#855C8D,3.07:1,AA-Large,#578FA4,4.61:1,AA,#B9BCBA,8.61:1,AAA,#888987,4.69:1,AA,#FB001F,4.02:1,AA-Large,#0F722F,2.72:1,Fail,#C47033,4.48:1,AA-Large,#186DE3,3.40:1,AA-Large,#FB0067,4.16:1,AA-Large,#2E706D,2.87:1,Fail,#FDFFB9,15.84:1,AAA,6/16,13/16,2/16,6/16,#F83E19,4.47:1,Pass,#171717,4.86:1,AA,#2A2D32,#B9BCBA,7.21:1,AAA,1.19:1,Fail,0.333,6503,17.43,115.19,-63.9,1/16,2/16
410,Toy Chest,30,#24364B,#31D07B,6.13:1,AA,#2C3F58,1.15:1,Fail,#BE2D26,2.11:1,Fail,#1A9172,3.13:1,AA-Large,#DB8E27,4.64:1,AA,#325D96,1.84:1,Fail,#8A5EDC,2.77:1,Fail,#35A08F,3.86:1,AA-Large,#23D183,6.17:1,AA,#336889,2.04:1,Fail,#DD5944,3.28:1,AA-Large,#31D07B,6.13:1,AA,#E7D84B,8.40:1,AAA,#34A6DA,4.47:1,AA-Large,#AE6BDC,3.48:1,AA-Large,#42C3AE,5.66:1,AA,#D5D5D5,8.40:1,AAA,6/16,11/16,2/16,6/16,#D5D5D5,8.40:1,Pass,#141C25,11.70:1,AAA,#5F217A,#D5D5D5,7.21:1,AAA,1.16:1,Fail,0.563,24115,3.84,102.42,-57.5,0/16,2/16
411,Tinacious Design Light,30,#F8F8FF,#1D1D26,15.81:1,AAA,#1D1D26,15.81:1,AAA,#FF3399,3.21:1,AA-Large,#00D364,1.89:1,Fail,#E5B24D,1.84:1,Fail,#00CBFF,1.81:1,Fail,#CC66FF,2.87:1,Fail,#00CECA,1.86:1,Fail,#B1B1D6,1.96:1,Fail,#636667,5.48:1,AA,#FF2F92,3.27:1,AA-Large,#00D364,1.89:1,Fail,#D9AE53,1.96:1,Fail,#00CBFF,1.81:1,Fail,#D783FF,2.31:1,Fail,#00C8C7,1.97:1,Fail,#D5D6F3,1.35:1,Fail,2/16,4/16,1/16,2/16,#B1B1D6,1.96:1,Fail,#FFFFFF,2.07:1,Fail,#FF3399,#FFFFFF,3.40:1,AA-Large,3.21:1,Pass,0.348,6795,0.00,94.09,99.8,2/16,2/16
412,3024 Day,30,#F7F7F7,#4A4543,8.82:1,AAA,#090300,19.13:1,AAA,#DB2D20,4.45:1,AA-Large,#01A252,3.12:1,AA-Large,#CABA00,1.86:1,Fail,#01A0E4,2.74:1,Fail,#A16A94,3.92:1,AA-Large,#8FBECE,1.88:1,Fail,#A5A2A2,2.36:1,Fail,#5C5855,6.57:1,AA,#DBAEC3,1.81:1,Fail,#3A3432,11.42:1,AAA,#4A4543,8.82:1,AAA,#807D7C,3.81:1,AA-Large,#BCBBBA,1.79:1,Fail,#CDAB53,2.05:1,Fail,#F7F7F7,1.00:1,Fail,4/16,8/16,3/16,4/16,#4A4543,8.82:1,Pass,#F7F7F7,8.82:1,AAA,#A5A2A2,#4A4543,3.73:1,AA-Large,2.36:1,Fail,0.333,6503,7.48,70.26,87.1,4/16,7/16
413,Fairyfloss,30,#5A5475,#F8F8F2,6.66:1,AA,#040303,2.90:1,Fail,#F92672,1.87:1,Fail,#C2FFDF,6.31:1,AA,#E6C000,4.02:1,AA-Large,#C2FFDF,6.31:1,AA,#FFB8D1,4.40:1,AA-Large,#C5A3FF,3.40:1,AA-Large,#F8F8F0,6.65:1,AA,#6090CB,2.15:1,Fail,#FF857F,3.01:1,AA-Large,#C2FFDF,6.31:1,AA,#FFEA00,5.75:1,AA,#C2FFDF,6.31:1,AA,#FFB8D1,4.40:1,AA-Large,#C5A3FF,3.40:1,AA-Large,#F8F8F0,6.65:1,AA,7/16,13/16,0/16,7/16,#F8F8F0,6.65:1,Pass,#060709,18.88:1,AAA,#8077A8,#F6E1CE,3.24:1,AA-Large,1.73:1,Fail,0.482,13952,0.00,97.92,-84.6,6/16,7/16
414,Ciapre,30,#191C27,#AEA47A,6.78:1,AA,#181818,1.05:1,Fail,#8E0D16,1.79:1,Fail,#48513B,2.03:1,Fail,#CC8B3F,5.93:1,AA,#576D8C,3.21:1,AA-Large,#724D7C,2.48:1,Fail,#5C4F4B,2.16:1,Fail,#AEA47F,6.81:1,AA,#555555,2.28:1,Fail,#AC3835,2.73:1,Fail,#A6A75D,6.72:1,AA,#DCDF7C,12.04:1,AAA,#3097C6,5.15:1,AA,#D33061,3.53:1,AA-Large,#F3DBB2,12.60:1,AAA,#F4F4F4,15.44:1,AAA,7/16,9/16,3/16,7/16,#92805B,4.42:1,Pass,#181818,4.62:1,AA,#172539,#AEA47F,6.19:1,AA,1.10:1,Fail,0.487,13851,6.52,79.28,-51.2,3/16,3/16
415,Ollie,30,#222125,#8A8DAE,4.95:1,AA,#000000,1.31:1,Fail,#AC2E31,2.43:1,Fail,#31AC61,5.49:1,AA,#AC4300,2.71:1,Fail,#2D57AC,2.34:1,Fail,#B08528,4.75:1,AA,#1FA6AC,5.42:1,AA,#8A8EAC,4.99:1,AA,#684432,1.88:1,Fail,#FF3D48,4.58:1,AA,#3BFF99,12.15:1,AAA,#FF5E1E,5.24:1,AA,#4488FF,4.73:1,AA,#FFC21D,9.90:1,AAA,#1FFAFF,12.33:1,AAA,#5B6EA7,3.23:1,AA-Large,10/16,11/16,3/16,10/16,#5B6EA7,3.23:1,Pass,#2A292D,2.91:1,Fail,#1E3A66,#8A8EAC,3.53:1,AA-Large,1.41:1,Fail,0.372,7323,20.34,105.63,-39.8,2/16,3/16
416,traffic,30,#272C30,#CFB9A8,7.49:1,AAA,#282D31,1.01:1,Fail,#934E46,2.30:1,Fail,#637268,2.78:1,Fail,#C79E84,5.81:1,AA,#515E67,2.11:1,Fail,#715F5E,2.35:1,Fail,#5C6F7D,2.70:1,Fail,#CFB9A8,7.49:1,AAA,#4E575E,1.91:1,Fail,#934E46,2.30:1,Fail,#637270,2.80:1,Fail,#C79E84,5.81:1,AA,#515E67,2.11:1,Fail,#715F5E,2.35:1,Fail,#5C6F7D,2.70:1,Fail,#DDCEC2,9.19:1,AAA,4/16,4/16,2/16,4/16,#CFB9A8,7.49:1,Pass,#272C30,7.49:1,AAA,#CFB9A8,#272C30,7.49:1,AAA,7.49:1,Pass,0.394,8319,0.00,127.89,-62.7,0/16,2/16
417,Novel,30,#DFDBC3,#3B2322,10.39:1,AAA,#000000,15.06:1,AAA,#CC0000,4.22:1,AA-Large,#009600,2.81:1,Fail,#D06B00,2.60:1,Fail,#0000CC,8.04:1,AAA,#CC00CC,3.39:1,AA-Large,#0087CC,2.82:1,Fail,#A6A6A6,1.75:1,Fail,#808080,2.83:1,Fail,#CC0000,4.22:1,AA-Large,#009600,2.81:1,Fail,#D06B00,2.60:1,Fail,#0000CC,8.04:1,AAA,#CC00CC,3.39:1,AA-Large,#0087CC,2.82:1,Fail,#FFFFFF,1.39:1,Fail,3/16,7/16,3/16,3/16,#73635A,4.11:1,Pass,#000000,3.66:1,AA-Large,#A4A390,#000000,8.22:1,AAA,1.83:1,Fail,0.274,5521,0.00,115.31,79.7,1/16,3/16
418,Aizen Light,29,#F0F2F6,#4A4D66,7.36:1,AAA,#F0F2F6,1.00:1,Fail,#D00C36,4.95:1,AA,#3E9E28,3.06:1,AA-Large,#DD8C1A,2.39:1,Fail,#1C64F2,4.51:1,AA,#8636EC,4.99:1,AA,#159096,3.43:1,AA-Large,#4A4D66,7.36:1,AAA,#ADB2BC,1.90:1,Fail,#D00C36,4.95:1,AA,#3E9E28,3.06:1,AA-Large,#DD8C1A,2.39:1,Fail,#1C64F2,4.51:1,AA,#8636EC,4.99:1,AA,#159096,3.43:1,AA-Large,#4A4D66,7.36:1,AAA,8/16,12/16,2/16,8/16,#FC6008,2.75:1,Fail,#F0F2F6,2.75:1,Fail,#BDC2CC,#4A4D66,4.62:1,AA,1.59:1,Fail,0.344,6744,0.00,92.52,80.7,2/16,8/16
419,Spring,29,#FFFFFF,#4D4D4C,8.46:1,AAA,#000000,21.00:1,AAA,#FF4D83,3.16:1,AA-Large,#1F8C3B,4.31:1,AA-Large,#1FC95B,2.20:1,Fail,#1DD3EE,1.81:1,Fail,#8959A8,5.17:1,AA,#3E999F,3.35:1,AA-Large,#BFBFBF,1.84:1,Fail,#000000,21.00:1,AAA,#FF0021,3.98:1,AA-Large,#1FC231,2.38:1,Fail,#D5B807,1.96:1,Fail,#15A9FD,2.58:1,Fail,#8959A8,5.17:1,AA,#3E999F,3.35:1,AA-Large,#FFFFFF,1.00:1,Fail,4/16,9/16,2/16,4/16,#4D4D4C,8.46:1,Pass,#FFFFFF,8.46:1,AAA,#D6D6D6,#4D4D4C,5.82:1,AA,1.45:1,Fail,0.333,6503,0.00,118.93,89.2,4/16,8/16
420,Gruvbox Material Light,29,#FBF1C7,#654735,7.39:1,AAA,#FBF1C7,1.00:1,Fail,#C14A4A,4.26:1,AA-Large,#6C782E,4.24:1,AA-Large,#B47109,3.49:1,AA-Large,#45707A,4.81:1,AA,#945E80,4.44:1,AA-Large,#4C7A5D,4.36:1,AA-Large,#654735,7.39:1,AAA,#A89984,2.45:1,Fail,#C14A4A,4.26:1,AA-Large,#6C782E,4.24:1,AA-Large,#B47109,3.49:1,AA-Large,#45707A,4.81:1,AA,#945E80,4.44:1,AA-Large,#4C7A5D,4.36:1,AA-Large,#4F3829,9.59:1,AAA,4/16,14/16,2/16,4/16,#654735,7.39:1,Pass,#FBF1C7,7.39:1,AAA,#654735,#FBF1C7,7.39:1,AAA,7.39:1,Pass,0.236,5027,0.00,71.37,80.2,2/16,12/16
421,Hopscotch.256,29,#322931,#B9B5B8,6.92:1,AA,#322931,1.00:1,Fail,#DD464C,3.38:1,AA-Large,#8FC13E,6.59:1,AA,#FDCC59,9.32:1,AAA,#1290BF,3.85:1,AA-Large,#C85E7C,3.57:1,AA-Large,#149B93,4.10:1,AA-Large,#B9B5B8,6.92:1,AA,#797379,3.03:1,AA-Large,#DD464C,3.38:1,AA-Large,#8FC13E,6.59:1,AA,#FDCC59,9.32:1,AAA,#1290BF,3.85:1,AA-Large,#C85E7C,3.57:1,AA-Large,#149B93,4.10:1,AA-Large,#FFFFFF,14.03:1,AAA,6/16,15/16,3/16,6/16,#B9B5B8,6.92:1,Pass,#322931,6.92:1,AA,#5C545B,#B9B5B8,3.61:1,AA-Large,1.92:1,Fail,0.362,6497,0.00,113.40,-58.8,3/16,3/16
422,Belafonte Night,29,#20111B,#968C83,5.51:1,AA,#20111B,1.00:1,Fail,#BE100E,2.83:1,Fail,#858162,4.59:1,AA,#EAA549,8.62:1,AAA,#426A79,3.08:1,AA-Large,#97522C,3.08:1,AA-Large,#989A9C,6.43:1,AA,#968C83,5.51:1,AA,#5E5252,2.42:1,Fail,#BE100E,2.83:1,Fail,#858162,4.59:1,AA,#EAA549,8.62:1,AAA,#426A79,3.08:1,AA-Large,#97522C,3.08:1,AA-Large,#989A9C,6.43:1,AA,#D5CCBA,11.38:1,AAA,8/16,12/16,3/16,8/16,#968C83,5.51:1,Pass,#20111B,5.51:1,AA,#45373C,#968C83,3.42:1,AA-Large,1.61:1,Fail,0.353,4851,0.00,79.32,-40.5,1/16,3/16
423,Pencil Light,29,#F1F1F1,#424242,8.90:1,AAA,#212121,14.26:1,AAA,#C30771,5.18:1,AA,#10A778,2.73:1,Fail,#A89C14,2.50:1,Fail,#008EC4,3.28:1,AA-Large,#523C79,8.15:1,AAA,#20A5BA,2.60:1,Fail,#B3B3B3,1.86:1,Fail,#424242,8.90:1,AAA,#FB007A,3.45:1,AA-Large,#52CAA2,1.80:1,Fail,#C0B100,1.95:1,Fail,#20BBFC,1.94:1,Fail,#6855DE,4.72:1,AA,#4FB8CC,2.05:1,Fail,#F1F1F1,1.00:1,Fail,5/16,7/16,3/16,5/16,#20BBFC,1.94:1,Fail,#424242,4.58:1,AA,#B6D6FD,#424242,6.71:1,AA,1.33:1,Fail,0.333,6503,7.80,86.86,85.0,3/16,5/16
424,Lavandula,28,#050014,#736E7D,4.19:1,AA-Large,#230046,1.14:1,Fail,#7D1625,1.98:1,Fail,#337E6F,4.28:1,AA-Large,#7F6F49,4.20:1,AA-Large,#4F4A7F,2.58:1,Fail,#5A3F7F,2.41:1,Fail,#58777F,4.29:1,AA-Large,#736E7D,4.19:1,AA-Large,#443A53,1.94:1,Fail,#E05167,5.45:1,AA,#52E0C4,12.61:1,AAA,#E0C386,12.12:1,AAA,#8E87E0,6.58:1,AA,#A776E0,6.21:1,AA,#9AD4E0,12.66:1,AAA,#8C91FA,7.42:1,AAA,7/16,11/16,4/16,7/16,#8C91FA,7.42:1,Pass,#050014,7.42:1,AAA,#37323C,#8C91FA,4.48:1,AA-Large,1.66:1,Fail,0.822,1626,9.40,81.61,-27.4,0/16,3/16
425,Kanagawa Lotus,28,#F2ECBC,#545464,6.19:1,AA,#1F1F28,13.62:1,AAA,#C84053,4.06:1,AA-Large,#6F894E,3.26:1,AA-Large,#77713F,4.15:1,AA-Large,#4D699B,4.59:1,AA,#B35B79,3.73:1,AA-Large,#597B75,3.88:1,AA-Large,#545464,6.19:1,AA,#8A8980,2.93:1,Fail,#D7474B,3.58:1,AA-Large,#6E915F,2.98:1,Fail,#836F4A,4.03:1,AA-Large,#6693BF,2.70:1,Fail,#624C83,6.07:1,AA,#5E857A,3.42:1,AA-Large,#43436C,7.75:1,AAA,5/16,13/16,2/16,5/16,#43436C,7.75:1,Pass,#F2ECBC,7.75:1,AAA,#545464,#F2ECBC,6.19:1,AA,6.19:1,Pass,0.226,4989,4.90,133.80,73.6,2/16,9/16
426,Fideloper,28,#292F33,#DBDAE0,9.76:1,AAA,#292F33,1.00:1,Fail,#CB1E2D,2.43:1,Fail,#EDB8AC,7.78:1,AAA,#B7AB9B,6.01:1,AA,#2E78C2,2.96:1,Fail,#C0236F,2.40:1,Fail,#309186,3.56:1,AA-Large,#EAE3CE,10.57:1,AAA,#496068,2.04:1,Fail,#D4605A,3.63:1,AA-Large,#D4605A,3.63:1,AA-Large,#A86671,3.10:1,AA-Large,#7C85C4,3.88:1,AA-Large,#5C5DB2,2.37:1,Fail,#819090,4.08:1,AA-Large,#FCF4DF,12.36:1,AAA,4/16,10/16,3/16,4/16,#D4605A,3.63:1,Pass,#FEFFF2,3.70:1,AA-Large,#EFB8AC,#8C8C8C,1.94:1,Fail,7.83:1,Pass,0.395,8403,0.00,102.67,-79.9,2/16,3/16
427,One Half Light,28,#FAFAFA,#383A42,10.86:1,AAA,#383A42,10.86:1,AAA,#E45649,3.51:1,AA-Large,#50A14F,3.07:1,AA-Large,#C18401,3.06:1,AA-Large,#0184BC,4.00:1,AA-Large,#A626A4,5.86:1,AA,#0997B3,3.30:1,AA-Large,#BABABA,1.86:1,Fail,#4F525E,7.45:1,AAA,#E06C75,3.06:1,AA-Large,#98C379,1.93:1,Fail,#D8B36E,1.90:1,Fail,#61AFEF,2.26:1,Fail,#C678DD,2.82:1,Fail,#56B6C2,2.27:1,Fail,#FFFFFF,1.04:1,Fail,3/16,9/16,2/16,3/16,#A5B4E5,1.96:1,Fail,#383A42,5.54:1,AA,#BFCEFF,#383A42,7.28:1,AAA,1.49:1,Fail,0.333,6503,10.73,121.76,93.2,3/16,5/16
428,Royal,28,#100815,#514968,2.34:1,Fail,#241F2B,1.22:1,Fail,#91284C,2.45:1,Fail,#23801C,3.91:1,AA-Large,#B49D27,7.30:1,AAA,#6580B0,4.93:1,AA,#674D96,2.88:1,Fail,#8AAABE,8.03:1,AAA,#524966,2.35:1,Fail,#3E3A4A,1.79:1,Fail,#D5356C,4.27:1,AA-Large,#2CD946,10.42:1,AAA,#FDE83B,15.72:1,AAA,#90BAF9,9.91:1,AAA,#A479E3,6.02:1,AA,#ACD4EB,12.52:1,AAA,#9E8CBD,6.50:1,AA,9/16,11/16,6/16,9/16,#524966,2.35:1,Fail,#100613,2.37:1,Fail,#1F1D2B,#A593CD,6.03:1,AA,1.19:1,Fail,0.496,21224,11.04,80.15,-13.1,2/16,4/16
429,Light Owl,28,#FBFBFB,#403F53,9.88:1,AAA,#403F53,9.88:1,AAA,#DE3D3B,4.20:1,AA-Large,#08916A,3.85:1,AA-Large,#E0AF02,1.97:1,Fail,#288ED7,3.42:1,AA-Large,#D6438A,4.04:1,AA-Large,#2AA298,3.02:1,AA-Large,#BDBDBD,1.82:1,Fail,#989FB1,2.56:1,Fail,#DE3D3B,4.20:1,AA-Large,#08916A,3.85:1,AA-Large,#DAAA01,2.09:1,Fail,#288ED7,3.42:1,AA-Large,#D6438A,4.04:1,AA-Large,#2AA298,3.02:1,AA-Large,#F0F0F0,1.10:1,Fail,1/16,11/16,1/16,1/16,#403F53,9.88:1,Pass,#F6F6F6,9.46:1,AAA,#E0E0E0,#403F53,7.75:1,AAA,1.28:1,Fail,0.333,6503,0.00,123.89,91.3,1/16,9/16
430,Darkmatrix,26,#070C0E,#3E5715,2.41:1,Fail,#091013,1.03:1,Fail,#006536,2.73:1,Fail,#6FA64C,6.77:1,AA,#7E8000,4.66:1,AA,#2C9A84,5.68:1,AA,#523A60,2.00:1,Fail,#114D53,2.07:1,Fail,#006536,2.73:1,Fail,#404040,1.90:1,Fail,#00733D,3.30:1,AA-Large,#90D762,11.31:1,AAA,#E2E500,14.46:1,AAA,#46D8B8,11.03:1,AAA,#573D66,2.12:1,Fail,#12545A,2.29:1,Fail,#006536,2.73:1,Fail,6/16,7/16,3/16,6/16,#9FA86E,7.77:1,Pass,#00FF87,1.89:1,Fail,#0F191C,#00FF87,13.31:1,AAA,1.10:1,Fail,0.431,9916,0.00,58.64,-13.9,1/16,3/16
431,Seoulbones Dark,26,#4B4B4B,#DDDDDD,6.42:1,AA,#4B4B4B,1.00:1,Fail,#E388A3,3.45:1,AA-Large,#98BD99,4.18:1,AA-Large,#FFDF9B,6.76:1,AA,#97BDDE,4.42:1,AA-Large,#A5A6C5,3.68:1,AA-Large,#6FBDBE,4.03:1,AA-Large,#DDDDDD,6.42:1,AA,#797172,1.84:1,Fail,#EB99B1,4.04:1,AA-Large,#8FCD92,4.70:1,AA,#FFE5B3,7.11:1,AAA,#A2C8E9,4.97:1,AA,#B2B3DA,4.30:1,AA-Large,#6BCACB,4.54:1,AA,#A8A8A8,3.67:1,AA-Large,6/16,14/16,1/16,6/16,#E2E2E2,6.73:1,Pass,#4B4B4B,6.73:1,AA,#777777,#DDDDDD,3.30:1,AA-Large,1.95:1,Fail,0.333,6503,3.99,105.32,-72.5,2/16,3/16
432,Embers Dark,26,#16130F,#A39A90,6.69:1,AA,#16130F,1.00:1,Fail,#826D57,3.77:1,AA-Large,#57826D,4.25:1,AA-Large,#6D8257,4.39:1,AA-Large,#6D5782,2.94:1,Fail,#82576D,3.12:1,AA-Large,#576D82,3.45:1,AA-Large,#A39A90,6.69:1,AA,#5A5047,2.36:1,Fail,#828257,4.66:1,AA,#464039,1.81:1,Fail,#50483F,2.06:1,Fail,#8A8075,4.78:1,AA,#BEB6AE,9.25:1,AAA,#825757,3.04:1,AA-Large,#DBD6D1,12.83:1,AAA,5/16,11/16,2/16,5/16,#A39A90,6.69:1,Pass,#16130F,6.69:1,AA,#433B32,#A39A90,3.97:1,AA-Large,1.68:1,Fail,0.247,4921,3.72,57.98,-47.7,1/16,2/16
